Nuts_Sample_Code,Project,Sample Date,Transect,Station,Latitude,Longitude,DepthorPressure (m),NO3 (um),NO2 (um)
102617NH03,NH,26-Oct-17,Newport Hydrographic,NH03,44.6517,-124.13,0,4.9329,0.2321
110617NH03,NH,06-Nov-17,Newport Hydrographic,NH03,44.6517,-124.13,0,1.2052,0.1288
110617NH01,NH,06-Nov-17,Newport Hydrographic,NH01,44.6517,-124.1,6,1.234,0.1336
120417NH01,CRP,04-Dec-17,Newport Hydrographic,NH01,44.6517,-124.1,0,9.3142,0.3506
120417NH03,CRP,04-Dec-17,Newport Hydrographic,NH03,44.6517,-124.13,0,9.1893,0.3433
020618NH01,NH,06-Feb-18,Newport Hydrographic,NH01,44.6517,-124.1,0,7.337,0.2954
020618NH03,NH,06-Feb-18,Newport Hydrographic,NH03,44.6517,-124.13,0,7.4346,0.3115
022718NH01,NCC,27-Feb-18,Newport Hydrographic,NH01,44.6517,-124.1,20,0.6459,0.0469
022718NH01,NCC,27-Feb-18,Newport Hydrographic,NH01,44.6517,-124.1,1,1.5874,0.0839
022718NH01,NCC,27-Feb-18,Newport Hydrographic,NH01,44.6517,-124.1,10,1.1387,0.0601
022718NH03,NCC,27-Feb-18,Newport Hydrographic,NH03,44.6517,-124.13,1,0.1077,0.046
022718NH03,NCC,27-Feb-18,Newport Hydrographic,NH03,44.6517,-124.13,30,10.6939,0.1945
022718NH03,NCC,27-Feb-18,Newport Hydrographic,NH03,44.6517,-124.13,25,8.7452,0.2222
022718NH03,NCC,27-Feb-18,Newport Hydrographic,NH03,44.6517,-124.13,20,4.4038,0.161
022718NH03,NCC,27-Feb-18,Newport Hydrographic,NH03,44.6517,-124.13,10,0.2633,0.0766
022718NH03,NCC,27-Feb-18,Newport Hydrographic,NH03,44.6517,-124.13,15,1.0332,0.0689
022718NH01,NCC,27-Feb-18,Newport Hydrographic,NH01,44.6517,-124.1,15,0.8212,0.0653
030518NH01,NCC,05-Mar-18,Newport Hydrographic,NH01,44.6517,-124.1,2,1.087,0.061
040918NH03,NH,09-Apr-18,Newport Hydrographic,NH03,44.6517,-124.13,0,0.0273,0.1154
040918NH01,NH,09-Apr-18,Newport Hydrographic,NH01,44.6517,-124.13,0,0,0.0974
042318NH01,NH,23-Apr-18,Newport Hydrographic,NH01,44.6517,-124.1,0,4.0552,0.2375
042318NH03,NH,23-Apr-18,Newport Hydrographic,NH03,44.6517,-124.13,0,7.2187,0.2257
050718NH03,NCC,07-May-18,Newport Hydrographic,NH03,44.6517,-124.13,42,25.7817,0.1217
050718NH03,NCC,07-May-18,Newport Hydrographic,NH03,44.6517,-124.13,10,3.3269,0.0756
050718NH03,NCC,07-May-18,Newport Hydrographic,NH03,44.6517,-124.13,2,1.7972,0.0477
050718NH03,NCC,07-May-18,Newport Hydrographic,NH03,44.6517,-124.13,15,9.5379,0.1037
050718NH03,NCC,07-May-18,Newport Hydrographic,NH03,44.6517,-124.13,20,16.7765,0.1477
050718NH03,NCC,07-May-18,Newport Hydrographic,NH03,44.6517,-124.13,30,21.9607,0.116
050718NH03,NCC,07-May-18,Newport Hydrographic,NH03,44.6517,-124.13,25,21.7323,0.0969
051018NH01,NCC,10-May-18,Newport Hydrographic,NH01,44.6517,-124.1,2,0.0852,0.0255
051018NH01,NCC,10-May-18,Newport Hydrographic,NH01,44.6517,-124.1,10,0.0913,0.0153
051018NH01,NCC,10-May-18,Newport Hydrographic,NH01,44.6517,-124.1,15,0,0.0489
051018NH01,NCC,10-May-18,Newport Hydrographic,NH01,44.6517,-124.1,20,1.8591,0.2211
051018NH01,NCC,10-May-18,Newport Hydrographic,NH01,44.6517,-124.1,25,3.9911,0.3161
052118NH03,NH,21-May-18,Newport Hydrographic,NH03,44.6517,-124.13,0,0.3788,0.0461
052118NH01,NH,21-May-18,Newport Hydrographic,NH01,44.6517,-124.1,0,1.332,0.1424
060618NH03,NH,06-Jun-18,Newport Hydrographic,NH03,44.6517,-124.13,0,0.0688,0.0165
060618NH01,NH,06-Jun-18,Newport Hydrographic,NH01,44.6517,-124.1,0,0.1175,0.0247
071018NH01,NH,10-Jul-18,Newport Hydrographic,NH01,44.6517,-124.1,0,0,0
071018NH03,NH,10-Jul-18,Newport Hydrographic,NH03,44.6517,-124.13,0,0.0286,0.0029
071718NH01,NH,17-Jul-18,Newport Hydrographic,NH01,44.6517,-124.1,0,25.0075,0.2749
071718NH03,NH,17-Jul-18,Newport Hydrographic,NH03,44.6517,-124.13,0,19.6779,0.289
080518NH03,CRP,05-Aug-18,Newport Hydrographic,NH03,44.6517,-124.13,0,7.6827,0.1165
080518NH01,CRP,05-Aug-18,Newport Hydrographic,NH01,44.6517,-124.1,0,12.1626,0.2746
082118NH01,NH,21-Aug-18,Newport Hydrographic,NH01,44.6517,-124.1,0,23.5443,0.326
082118NH03,NH,21-Aug-18,Newport Hydrographic,NH03,44.6517,-124.13,0,21.6637,0.2726
092018NH03,NCC,20-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,30,13.8418,0.1155
092018NH03,NCC,20-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,10,2.0276,0.0164
092018NH01,NCC,20-Sep-18,Newport Hydrographic,NH01,44.6517,-124.1,10,4.3248,0.0506
092018NH03,NCC,20-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,20,9.1254,0.0938
092018NH03,NCC,20-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,15,4.033,0.0604
092018NH03,NCC,20-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,25,11.3808,0.105
092018NH03,NCC,20-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,42,21.0911,0.0904
092018NH03,NCC,20-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,2,0.2233,0.0026
092018NH01,NCC,20-Sep-18,Newport Hydrographic,NH01,44.6517,-124.1,25,16.6812,0.2301
092018NH01,NCC,20-Sep-18,Newport Hydrographic,NH01,44.6517,-124.1,15,11.2121,0.1251
092018NH01,NCC,20-Sep-18,Newport Hydrographic,NH01,44.6517,-124.1,2,0.9926,0.0431
092018NH01,NCC,20-Sep-18,Newport Hydrographic,NH01,44.6517,-124.1,20,13.8158,0.1887
092818NH03,NCC,28-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,44,25.9576,0.2524
092818NH03,NCC,28-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,2,1.9896,0.1304
092818NH03,NCC,28-Sep-18,Newport Hydrographic,NH03,44.6517,-124.13,10,5.2576,0.0775
101518NH03,NH,15-Oct-18,Newport Hydrographic,NH03,44.6517,-124.13,0,7.6317,0.2211
101518NH01,NH,15-Oct-18,Newport Hydrographic,NH01,44.6517,-124.1,0,14.0856,0.198
110818NH03,CRP,08-Nov-18,Newport Hydrographic,NH03,44.6517,-124.13,0,3.2549,0.3664
110818NH01,CRP,08-Nov-18,Newport Hydrographic,NH01,44.6517,-124.1,0,3.4434,0.4022
120618NH01,NH,06-Dec-18,Newport Hydrographic,NH01,44.6517,-124.1,0,11.9533,0.5649
120618NH03,NH,06-Dec-18,Newport Hydrographic,NH03,44.6517,-124.13,0,10.2967,0.5457
011419NH01,NH,14-Jan-19,Newport Hydrographic,NH01,44.6517,-124.1,0,4.2679,0.5514
011419NH03,NH,14-Jan-19,Newport Hydrographic,NH03,44.6517,-124.13,0,4.8352,0.4801
021819NH01,NH,18-Feb-19,Newport Hydrographic,NH01,44.6517,-124.1,0,2.6934,0.2967
021819NH03,NH,18-Feb-19,Newport Hydrographic,NH03,44.6517,-124.13,0,1.6297,0.2765
030419NH03,NH,04-Mar-19,Newport Hydrographic,NH03,44.6517,-124.13,0,0.4927,0.0785
030419NH01,NH,04-Mar-19,Newport Hydrographic,NH01,44.6517,-124.1,0,0.0618,0.076
033119NH01,NH,31-Mar-19,Newport Hydrographic,NH01,44.6517,-124.1,0,0.5489,0.0424
033119NH03,NH,31-Mar-19,Newport Hydrographic,NH03,44.6517,-124.13,0,0.2734,0.0417
041819NH01,NH,18-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,0,0.211,0.0658
041819NH03,NH,18-Apr-19,Newport Hydrographic,NH03,44.6517,-124.13,0,1.2664,0.0797
042919NH03,NCC,29-Apr-19,Newport Hydrographic,NH03,44.6517,-124.13,15,31.8446,0.2449
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,10,22.5736,0.2102
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,15,23.0684,0.1959
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,20,25.797,0.2233
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,23,19.8761,0.1971
042919NH03,NCC,29-Apr-19,Newport Hydrographic,NH03,44.6517,-124.13,20,27.1502,0.2174
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,3,15.6681,0.2304
042919NH03,NCC,29-Apr-19,Newport Hydrographic,NH03,44.6517,-124.13,10,24.4161,0.2067
042919NH03,NCC,29-Apr-19,Newport Hydrographic,NH03,44.6517,-124.13,43,31.9784,0.2543
042919NH03,NCC,29-Apr-19,Newport Hydrographic,NH03,44.6517,-124.13,30,32.1305,0.252
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,23,19.8761,0.1971
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,20,25.797,0.2233
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,10,22.5736,0.2102
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,15,23.0684,0.1959
042919NH03,NCC,29-Apr-19,Newport Hydrographic,NH03,44.6517,-124.13,5,22.2798,0.1924
042919NH03,NCC,29-Apr-19,Newport Hydrographic,NH03,44.6517,-124.13,25,30.8104,0.2377
042919NH01,NCC,29-Apr-19,Newport Hydrographic,NH01,44.6517,-124.1,3,15.6681,0.2304
050719NH01,NCC,07-May-19,Newport Hydrographic,NH01,44.6517,-124.1,3,29.3092,0.2721
050719NH03,NCC,07-May-19,Newport Hydrographic,NH03,44.6517,-124.13,3,20.8285,0.2696
061719NH01,NH,17-Jun-19,Newport Hydrographic,NH01,44.6517,-124.1,0,31.1321,0.3781
061719NH03,NH,17-Jun-19,Newport Hydrographic,NH03,44.6517,-124.13,0,22.4645,0.2524
071019NH01,NH,10-Jul-19,Newport Hydrographic,NH01,44.6517,-124.1,0,0.2768,0.2765
071019NH03,NH,10-Jul-19,Newport Hydrographic,NH03,44.6517,-124.13,0,0,0.2075
072319NH03,NH,23-Jul-19,Newport Hydrographic,NH03,44.6517,-124.13,0,1.0199,0.1386
072319NH01,NH,23-Jul-19,Newport Hydrographic,NH01,44.6517,-124.1,0,7.4586,0.2326
082419NH01,CRP,24-Aug-19,Newport Hydrographic,NH01,44.6517,-124.1,0,7.8149,0.2528
082419NH03,CRP,24-Aug-19,Newport Hydrographic,NH03,44.6517,-124.13,0,13.3586,0.2543
091119NH03,NH,11-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,0,2.1655,0.1621
091119NH01,NH,11-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,0,0.1213,0.0897
092019NH03,NCC,20-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,30,0.5174,0.0646
092019NH03,NCC,20-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,2,0.0993,0.0535
092019NH03,NCC,20-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,25,1.2714,0.1097
092019NH03,NCC,20-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,10,0.4475,0.0579
092019NH03,NCC,20-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,20,9.9724,0.2098
092019NH03,NCC,20-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,15,0.5532,0.0623
092019NH01,NCC,20-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,25,0.396,0.0711
092019NH01,NCC,20-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,20,0.4062,0.0721
092019NH01,NCC,20-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,10,0.1792,0.0677
092019NH01,NCC,20-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,10,0.1792,0.0677
092019NH01,NCC,20-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,20,0.4062,0.0721
092019NH01,NCC,20-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,2,0.0405,0.0962
092019NH03,NCC,20-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,43,10.0002,0.2068
092019NH01,NCC,20-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,25,0.396,0.0711
092019NH01,NCC,20-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,2,0.0405,0.0962
092619NH01,NCC,26-Sep-19,Newport Hydrographic,NH01,44.6517,-124.1,2,9.04,0.1751
092619NH03,NCC,26-Sep-19,Newport Hydrographic,NH03,44.6517,-124.13,2,1.9371,0.1004
101119NH03,NH,11-Oct-19,Newport Hydrographic,NH03,44.6517,-124.13,0,6.8177,0.242
101119NH01,NH,11-Oct-19,Newport Hydrographic,NH01,44.6517,-124.1,0,10.9703,0.285
102419NH01,NH,24-Oct-19,Newport Hydrographic,NH01,44.6517,-124.1,0,0.4494,0.1796
102419NH03,NH,24-Oct-19,Newport Hydrographic,NH03,44.6517,-124.13,0,0.3697,0.078
110619NH03,CRP,06-Nov-19,Newport Hydrographic,NH03,44.6517,-124.13,0,14.2598,0.1947
110619NH01,CRP,06-Nov-19,Newport Hydrographic,NH01,44.6517,-124.1,0,24.0153,0.2445
120419NH01,NH,04-Dec-19,Newport Hydrographic,NH01,44.6517,-124.1,0,10.4058,0.2531
120419NH03,NH,04-Dec-19,Newport Hydrographic,NH03,44.6517,-124.13,0,8.2734,0.1641
020420NH03,NH,04-Feb-20,Newport Hydrographic,NH03,44.6517,-124.13,0,6.2852,0.2335
020420NH01,NH,04-Feb-20,Newport Hydrographic,NH01,44.6517,-124.1,0,6.4256,0.2718
021920NH03,CRP,19-Feb-20,Newport Hydrographic,NH03,44.6517,-124.13,0,5.0193,0.2297
021920NH01,CRP,19-Feb-20,Newport Hydrographic,NH01,44.6517,-124.1,0,5.1416,0.2848
031520NH03,NCC,15-Mar-20,Newport Hydrographic,NH03,44.6517,-124.13,10,23.3093,1.7701
031520NH03,NCC,15-Mar-20,Newport Hydrographic,NH03,44.6517,-124.13,43,24.2744,0.9171
031520NH03,NCC,15-Mar-20,Newport Hydrographic,NH03,44.6517,-124.13,30,26.1031,0.9665
031520NH03,NCC,15-Mar-20,Newport Hydrographic,NH03,44.6517,-124.13,25,23.2143,0.5685
031520NH01,NCC,15-Mar-20,Newport Hydrographic,NH01,44.6517,-124.1,15,22.8205,0.3203
031520NH01,NCC,15-Mar-20,Newport Hydrographic,NH01,44.6517,-124.1,25,18.074,0.5621
031520NH01,NCC,15-Mar-20,Newport Hydrographic,NH01,44.6517,-124.1,20,24.8035,0.5564
031520NH01,NCC,15-Mar-20,Newport Hydrographic,NH01,44.6517,-124.1,2,19.8502,0.6437
031520NH03,NCC,15-Mar-20,Newport Hydrographic,NH03,44.6517,-124.13,20,25.8099,1.0234
031520NH01,NCC,15-Mar-20,Newport Hydrographic,NH01,44.6517,-124.1,10,18.8904,0.7959
031520NH03,NCC,15-Mar-20,Newport Hydrographic,NH03,44.6517,-124.13,15,25.5452,0.6872
031520NH03,NCC,15-Mar-20,Newport Hydrographic,NH03,44.6517,-124.13,2,18.491,0.1916
040620NH01,NH,06-Apr-20,Newport Hydrographic,NH01,44.6517,-124.1,0,0.651,0.0275
040620NH03,NH,06-Apr-20,Newport Hydrographic,NH03,44.6517,-124.13,0,0.3143,0.006
051420NH01,NH,14-May-20,Newport Hydrographic,NH01,44.6517,-124.1,0,0.4106,0.018
061520NH01,NH,15-Jun-20,Newport Hydrographic,NH01,44.6517,-124.1,0,0.5186,0.031
061520NH03,NH,15-Jun-20,Newport Hydrographic,NH03,44.6517,-124.13,0,0.2607,0.0416
072320NH03,NH,23-Jul-20,Newport Hydrographic,NH03,44.6517,-124.13,0,19.4478,0.2857
072320NH01,NH,23-Jul-20,Newport Hydrographic,NH01,44.6517,-124.1,0,29.7051,0.3461
080520NH01,NH,05-Aug-20,Newport Hydrographic,NH01,44.6517,-124.1,0,13.7837,0.2807
080520NH03,NH,05-Aug-20,Newport Hydrographic,NH03,44.6517,-124.13,0,2.0168,0.1015
082320NH01,CRP,23-Aug-20,Newport Hydrographic,NH01,44.6517,-124.1,0,2.0042,0.0804
082320NH03,CRP,23-Aug-20,Newport Hydrographic,NH03,44.6517,-124.13,0,0.34,0.0263
092120NH03,NCC,21-Sep-20,Newport Hydrographic,NH03,44.6517,-124.13,2,7.5704,0.1704
092120NH03,NCC,21-Sep-20,Newport Hydrographic,NH03,44.6517,-124.13,10,12.8774,0.3093
092120NH03,NCC,21-Sep-20,Newport Hydrographic,NH03,44.6517,-124.13,30,18.4938,0.4471
092120NH03,NCC,21-Sep-20,Newport Hydrographic,NH03,44.6517,-124.13,25,18.3315,0.4591
092120NH03,NCC,21-Sep-20,Newport Hydrographic,NH03,44.6517,-124.13,46,17.3311,0.3424
092120NH01,NCC,21-Sep-20,Newport Hydrographic,NH01,44.6517,-124.1,23,13.1633,0.3131
092120NH01,NCC,21-Sep-20,Newport Hydrographic,NH01,44.6517,-124.1,20,16.9718,0.3881
092120NH01,NCC,21-Sep-20,Newport Hydrographic,NH01,44.6517,-124.1,15,11.7576,0.2719
092120NH01,NCC,21-Sep-20,Newport Hydrographic,NH01,44.6517,-124.1,10,13.2671,0.2832
092120NH01,NCC,21-Sep-20,Newport Hydrographic,NH01,44.6517,-124.1,2,7.5591,0.2366
092120NH03,NCC,21-Sep-20,Newport Hydrographic,NH03,44.6517,-124.13,15,14.843,0.338
092120NH03,NCC,21-Sep-20,Newport Hydrographic,NH03,44.6517,-124.13,20,15.8042,0.3782
093020NH01,NCC,30-Sep-20,Newport Hydrographic,NH01,44.6517,-124.1,2,0.4081,0.0874
093020NH03,NCC,30-Sep-20,Newport Hydrographic,NH03,44.6517,-124.13,2,2.4655,0.1168
101920NH01,NH,19-Oct-20,Newport Hydrographic,NH01,44.6517,-124.1,0,0.651,0.0076
101920NH03,NH,19-Oct-20,Newport Hydrographic,NH03,44.6517,-124.13,0,0.1634,0.0003
121020NH01,NH,10-Dec-20,Newport Hydrographic,NH01,44.6517,-124.1,0,8.8887,0.2738
121020NH03,NH,10-Dec-20,Newport Hydrographic,NH03,44.6517,-124.13,0,5.1896,0.1845
122320NH01,NH,23-Dec-20,Newport Hydrographic,NH01,44.6517,-124.1,0,6.6885,0.201
122320NH03,NH,23-Dec-20,Newport Hydrographic,NH03,44.6517,-124.13,0,6.349,0.1877
011921NH01,NH,19-Jan-21,Newport Hydrographic,NH01,44.6517,-124.1,0,11.997,0.432
011921NH03,NH,19-Jan-21,Newport Hydrographic,NH03,44.6517,-124.13,0,13.5062,0.4536
020921NH01,NH,09-Feb-21,Newport Hydrographic,NH01,44.6517,-124.1,0,9.2246,0.2774
020921NH03,NH,09-Feb-21,Newport Hydrographic,NH03,44.6517,-124.13,0,9.0844,0.2322
031121NH01,NH,11-Mar-21,Newport Hydrographic,NH01,44.6517,-124.1,0,6.1662,0.1745
031121NH03,NH,11-Mar-21,Newport Hydrographic,NH03,44.6517,-124.13,0,5.9552,0.2003
032421NH01,NH,24-Mar-21,Newport Hydrographic,NH01,44.6517,-124.1,0,2.1201,0.123
032421NH03,NH,24-Mar-21,Newport Hydrographic,NH03,44.6517,-124.13,0,1.2558,0.1029
041721NH01,NH,17-Apr-21,Newport Hydrographic,NH01,44.6517,-124.1,0,10.0532,0.2874
041721NH03,NH,17-Apr-21,Newport Hydrographic,NH03,44.6517,-124.13,0,8.4988,0.2547
050421NH01,NH,04-May-21,Newport Hydrographic,NH01,44.6517,-124.1,0,2.6225,0.2311
050421NH03,NH,04-May-21,Newport Hydrographic,NH03,44.6517,-124.13,0,5.8719,0.2812
052221NH01,NCC,22-May-21,Newport Hydrographic,NH01,44.6517,-124.1,15,27.7081,0.7716
052221NH01,NCC,22-May-21,Newport Hydrographic,NH01,44.6517,-124.1,10,25.0065,0.7674
052221NH01,NCC,22-May-21,Newport Hydrographic,NH01,44.6517,-124.1,2,19.891,0.7631
052221NH01,NCC,22-May-21,Newport Hydrographic,NH01,44.6517,-124.1,25,30.1753,0.4952
052221NH01,NCC,22-May-21,Newport Hydrographic,NH01,44.6517,-124.1,20,28.1438,1.1334
052321NH03,NCC,23-May-21,Newport Hydrographic,NH03,44.6517,-124.13,15,25.966,0.8927
052321NH03,NCC,23-May-21,Newport Hydrographic,NH03,44.6517,-124.13,42,31.2679,0.5621
052321NH03,NCC,23-May-21,Newport Hydrographic,NH03,44.6517,-124.13,30,30.3695,0.5283
052321NH03,NCC,23-May-21,Newport Hydrographic,NH03,44.6517,-124.13,20,27.4044,0.8432
052321NH03,NCC,23-May-21,Newport Hydrographic,NH03,44.6517,-124.13,10,25.9556,0.7842
052321NH03,NCC,23-May-21,Newport Hydrographic,NH03,44.6517,-124.13,2,21.8601,0.4228
052321NH03,NCC,23-May-21,Newport Hydrographic,NH03,44.6517,-124.13,25,30.2429,0.5071
053121NH01,NCC,31-May-21,Newport Hydrographic,NH01,44.6517,-124.1,2,11.492,0.2501
053121NH03,NCC,31-May-21,Newport Hydrographic,NH03,44.6517,-124.13,2,16.3704,0.2439
070721NH01,NH,07-Jul-21,Newport Hydrographic,NH01,44.6517,-124.1,0,2.9914,0.1204
070721NH03,NH,07-Jul-21,Newport Hydrographic,NH03,44.6517,-124.13,0,7.7673,0.2406
072321NH03,NH,23-Jul-21,Newport Hydrographic,NH03,44.6517,-124.13,0,5.0078,0.3065
072321NH01,NH,23-Jul-21,Newport Hydrographic,NH01,44.6517,-124.1,0,18.8305,0.3473
080521NH01,NH,05-Aug-21,Newport Hydrographic,NH01,44.6517,-124.1,0,10.1768,0.2741
080521NH03,NH,05-Aug-21,Newport Hydrographic,NH03,44.6517,-124.13,0,11.6615,0.2396
082421NH01,NH,24-Aug-21,Newport Hydrographic,NH01,44.6517,-124.1,0,15.3817,0.3423
082421NH03,NH,24-Aug-21,Newport Hydrographic,NH03,44.6517,-124.13,0,8.312,0.2165
090721NH03,CRP,07-Sep-21,Newport Hydrographic,NH03,44.6517,-124.13,2,19.3405,0.4856
090721NH01,CRP,07-Sep-21,Newport Hydrographic,NH01,44.6517,-124.1,2,18.9097,0.4677
092221NH01,NH,22-Sep-21,Newport Hydrographic,NH01,44.6517,-124.1,0,3.1354,0.1621
092221NH03,NH,22-Sep-21,Newport Hydrographic,NH03,44.6517,-124.13,0,1.4247,0.1049
103121NH01,NH,31-Oct-21,Newport Hydrographic,NH01,44.6517,-124.1,0,3.9953,0.1964
103121NH03,NH,31-Oct-21,Newport Hydrographic,NH03,44.6517,-124.13,0,4.2685,0.1858
111721NH03,NH,17-Nov-21,Newport Hydrographic,NH03,44.6517,-124.13,0,6.6672,0.206
111721NH01,NH,17-Nov-21,Newport Hydrographic,NH01,44.6517,-124.1,0,8.3374,0.2955
